Index,Name,User_Id,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
9272,Eragon,10264,X360,2006,Action,Vivendi Games,0.12,0.01,0,0.01,0.14,48,32,5.7,24,T
9273,Jikkyou Powerful Pro Yakyuu Wii,10241,Wii,2007,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,48,32,5.7,24,T
9274,Dynasty Warriors 7: Empires,10272,PS3,2012,Action,Ubisoft Annecy,0,0,0.14,0,0.14,63,20,8,22,T
9275,Super Puzzle Fighter II Turbo,10293,PS,1996,Puzzle,Virgin Interactive,0.08,0.05,0,0.01,0.14,83,9,7.4,5,E
9276,Scene It? Bright Lights! Big Screen!,10256,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.13,0,0,0.01,0.14,83,9,7.4,5,E
9277,Star Wars: Jedi Power Battles,10293,GBA,2002,Action,THQ,0.1,0.04,0,0,0.14,58,8,7.4,5,T
9278,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,10284,GC,2002,Fighting,Namco Bandai Games,0.04,0.01,0.08,0,0.14,58,8,7.4,5,T
9279,LEGO The Lord of the Rings,10218,DS,2012,Action,Warner Bros. Interactive Entertainment,0,0.13,0,0.01,0.14,58,8,7.4,5,E10+
9280,Bejeweled 3,10255,X360,2010,Puzzle,PopCap Games,0.13,0,0,0.01,0.14,78,13,8.4,11,E
9281,Imagine: Fashion Designer,10210,3DS,2011,Simulation,Ubisoft,0.11,0.02,0,0.01,0.14,78,13,8.4,11,E
9282,Dragon Age: Origins - Ultimate Edition,10283,PC,2010,Role-Playing,Electronic Arts,0,0.12,0,0.02,0.14,78,13,8.4,11,E
9283,Space Venus starring Morning Musume,10224,PS2,2001,Misc,Sony Music Entertainment,0,0,0.14,0,0.14,78,13,8.4,11,E
9284,To Heart,10257,PS,1999,Adventure,Aqua Plus,0,0,0.13,0.01,0.14,78,13,8.4,11,E
9285,Lets Cheer,10268,X360,2011,Misc,Take-Two Interactive,0.12,0,0,0.01,0.14,78,13,8.4,11,E
9286,RockMan & Forte,10282,SNES,1998,Platform,Capcom,0,0,0.14,0,0.14,78,13,8.4,11,E
9287,Doukyuusei,10207,TG16,1995,Adventure,NEC,0,0,0.14,0,0.14,78,13,8.4,11,E
9288,Nicktoons: ML,10256,Wii,2011,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14,78,13,8.4,11,E
9289,Farming Simulator 2012,10229,3DS,2012,Simulation,Excalibur Publishing,0,0.12,0,0.01,0.14,78,13,8.4,11,E
9290,Master Jin Jins IQ Challenge,10300,DS,2006,Misc,505 Games,0.13,0,0,0.01,0.14,38,4,8.4,11,E
9291,TRON: Evolution,10212,PSP,2010,Action,Disney Interactive Studios,0.1,0.02,0,0.02,0.14,38,4,8.4,11,E10+
9292,MySims Collection,10299,Wii,2010,Misc,Electronic Arts,0.13,0,0,0.01,0.14,38,4,8.4,11,E
9293,Blazing Angels 2: Secret Missions of WWII,10244,X360,2007,Simulation,Ubisoft,0.11,0.02,0,0.01,0.14,72,24,7.8,12,T
9294,Warcraft III: Reign of Chaos,10260,PC,2002,Strategy,Vivendi Games,0.03,0.09,0,0.02,0.14,92,40,9.1,1034,T
9295,How to Train Your Dragon,10299,X360,2010,Action,Activision,0.11,0.02,0,0.01,0.14,58,23,7.6,10,E10+
9296,The History Channel: Civil War - A Nation Divided,10257,X360,2006,Shooter,Activision,0.13,0,0,0.01,0.14,58,23,7.6,10,E10+
9297,FIFA 06 Soccer,10268,GC,2005,Sports,Electronic Arts,0.11,0.03,0,0,0.14,58,23,7.6,10,E10+
9298,Rayman Arena,10232,GC,2002,Racing,Ubisoft,0.11,0.03,0,0,0.14,60,10,7.2,6,E
9299,EVO 2,10297,GC,2002,Racing,Vivendi Games,0.11,0.03,0,0,0.14,56,7,7.2,6,E
9300,Pro Yakyuu Netsu Star 2006,10210,PS2,2006,Sports,Namco Bandai Games,0,0,0.14,0,0.14,56,7,7.2,6,E
9301,Shining Resonance,10272,PS3,2014,Role-Playing,Sega,0,0,0.14,0,0.14,56,7,7.2,6,E
9302,Cyber Sled,10297,PS,1995,Action,Sony Computer Entertainment,0,0,0.13,0.01,0.14,56,7,7.2,6,E
9303,Puyo Puyo!! 20th Anniversary,10214,DS,2011,Puzzle,Sega,0,0,0.14,0,0.14,56,7,7.2,6,E
9304,Shining Soul,10243,GBA,2002,Role-Playing,Atari,0.03,0.01,0.09,0,0.14,58,13,8.5,8,E
9305,Monster La,10225,DS,2008,Role-Playing,Eidos Interactive,0.12,0.01,0,0.01,0.14,75,8,8.5,8,E10+
9306,In the Hunt,10289,PS,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.14,75,8,8.5,8,E10+
9307,Daytona USA Championship Circuit Edition,10240,SAT,1995,Racing,Sega,0,0,0.14,0,0.14,75,8,8.5,8,E10+
9308,Marvel vs. Capcom 2: New Age of Heroes,10300,X,2002,Fighting,Capcom,0.09,0.03,0.01,0,0.14,75,8,8.5,8,E10+
9309,SNK vs. Capcom: The Match of the Millennium,10203,PS2,2006,Fighting,Sega,0,0.02,0,0.12,0.14,75,8,8.5,8,E10+
9310,Dead Rising 2,10278,PC,2010,Action,Capcom,0.1,0.02,0,0.01,0.14,78,17,6.3,213,M
9311,Paws & Claws: Pet Vet 2,10205,DS,2007,Simulation,THQ,0.13,0,0,0.01,0.14,78,17,6.3,213,M
9312,Battleborn,10216,PC,2016,Shooter,Take-Two Interactive,0.08,0.04,0,0.01,0.14,69,34,6.9,403,T
9313,Murdered: Soul Suspect,10281,PS3,2014,Action,Square Enix,0.05,0.05,0.02,0.02,0.14,69,34,7.1,57,M
9314,Ape Escape Academy (jp sales),10256,PSP,2004,Misc,Sony Computer Entertainment,0,0,0.13,0,0.14,69,34,7.1,57,M
9315,Diablo II,10248,PC,2000,Role-Playing,Havas Interactive,0.01,0.1,0,0.02,0.14,88,34,8.8,1067,M
9316,Hard Rock Casino,10232,PSP,2007,Misc,Oxygen Interactive,0.12,0,0,0.01,0.14,44,8,8.8,1067,T
9317,Fear Factor: Unleashed,10287,GBA,2004,Action,Hip Interactive,0.1,0.04,0,0,0.14,30,15,3,4,T
9318,Robots,10273,DS,2005,Action,Vivendi Games,0.12,0,0,0.01,0.14,30,15,6.7,6,E
9319,Houshinengi,10237,PS,1998,Strategy,Tecmo Koei,0,0,0.13,0.01,0.14,30,15,6.7,6,E
9320,Bust-A-Move Deluxe,10275,PSP,2006,Puzzle,505 Games,0.13,0,0,0.01,0.14,67,7,6.7,6,E
9321,Seventh Dragon,10279,DS,2009,Role-Playing,Sega,0,0,0.14,0,0.14,67,7,6.7,6,E
9322,Pet Pals: Animal Doctor,10291,Wii,2008,Simulation,JoWood Productions,0.13,0,0,0.01,0.14,67,7,6.7,6,E10+
9323,LEGO Island Xtreme Stunts,10277,GBA,2002,Racing,LEGO Media,0.1,0.04,0,0,0.14,67,7,6.7,6,E10+
9324,Heroes over Europe,10246,X360,2009,Simulation,Ubisoft,0.1,0.02,0,0.01,0.14,62,39,8.1,9,T
9325,Alvin and the Chipmunks,10248,DS,2007,Misc,Brash Entertainment,0.12,0,0,0.01,0.14,62,39,8.1,9,E
9326,Create,10212,X360,2010,Action,Electronic Arts,0.1,0.03,0,0.01,0.14,60,19,5.8,10,E
9327,World Soccer Winning Eleven 9 Bonus Pack,10225,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,60,19,5.8,10,E
9328,UEFA Euro 2004: Portugal,10257,PS2,2004,Sports,Electronic Arts,0.07,0.05,0,0.02,0.14,76,21,6.4,18,E
9329,Happy Feet,10268,Wii,2006,Action,Midway Games,0.12,0,0,0.01,0.14,46,11,6.7,16,E
9330,Hot Wheels: World Race,10261,GBA,2003,Racing,THQ,0.1,0.04,0,0,0.14,46,11,6.2,5,E
9331,Batman: Arkham Knight,10228,PC,2015,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.14,70,14,2.5,1982,M
9332,Major League Baseball 2K8,10228,Wii,2008,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14,63,10,7.6,16,E
9333,Lips: I Love The 80s,10276,X360,2010,Misc,Microsoft Game Studios,0,0.12,0,0.02,0.14,63,10,7.6,16,E
9334,Persona 4: Arena Ultimax,10300,PS3,2014,Fighting,Atlus,0,0,0.13,0,0.14,84,38,8,87,T
9335,NBA Jam,10204,X,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.14,68,17,9.1,7,E
9336,World Tour Soccer 2002,10235,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,77,21,7.5,10,E
9337,NCIS,10234,X360,2011,Adventure,Ubisoft,0.1,0.02,0,0.01,0.14,35,11,3.8,6,T
9338,Skylanders: SuperChargers,10240,3DS,2015,Action,Activision,0.06,0.06,0,0.01,0.14,35,11,3.8,6,E10+
9339,Interactive Sampler Disc 6,10233,PS,1997,Misc,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,35,11,3.8,6,E10+
9340,Rio,10278,PS3,2011,Misc,THQ,0.04,0.07,0,0.02,0.14,65,8,3.8,6,E10+
9341,Pro Baseball Spirits 2015,10257,PSV,2015,Action,Konami Digital Entertainment,0,0,0.14,0,0.14,65,8,3.8,6,E10+
9342,Apex,10246,X,2003,Racing,Atari,0.1,0.03,0,0,0.14,74,26,9.1,7,E
9343,Kamen Rider Battle: Ganbaride,10260,DS,2010,Strategy,Namco Bandai Games,0,0,0.14,0,0.14,74,26,9.1,7,E
9344,Tomb Raider: The Prophecy,10238,GBA,2002,Action,Ubisoft,0.1,0.04,0,0,0.14,66,20,8.8,13,T
9345,Vampire Night,10245,PS2,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,65,18,8,5,T
9346,Valhalla Knights: Eldar Saga,10276,Wii,2009,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,35,17,6.7,19,T
9347,Guilty Gear,10284,PS,1998,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14,35,17,6.7,19,T
9348,Scene It? Bright Lights! Big Screen!,10257,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.12,0,0,0.01,0.14,35,17,6.7,19,T
9349,BIT.TRIP SAGA,10287,3DS,2011,Misc,Rising Star Games,0.09,0.04,0,0.01,0.14,75,21,7.8,24,E
9350,World Championship Poker 2: Featuring Howard Lederer,10235,PSP,2005,Misc,505 Games,0.12,0,0,0.01,0.14,65,17,2.8,17,T
9351,Spider-Man: Edge of Time,10244,DS,2011,Action,Activision,0.12,0.01,0,0.01,0.14,50,6,2.8,17,E10+
9352,Mary-Kate and Ashley: Crush Course,10288,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,50,6,2.8,17,E10+
9353,NHL Breakaway 98,10272,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,50,6,2.8,17,E10+
9354,Metal Slug 7,10272,DS,2008,Shooter,Ignition Entertainment,0.12,0,0.01,0.01,0.14,70,38,7.4,14,T
9355,Disney's Cinderella: Magical Dreams,10220,GBA,2005,Platform,Disney Interactive Studios,0.1,0.04,0,0,0.14,69,7,7.4,14,E
9356,MotoGP 06,10262,X360,2006,Racing,THQ,0.11,0.01,0,0.01,0.14,80,50,7.7,13,E
9357,Tiger Woods PGA Tour 2005,10290,GC,2004,Sports,Electronic Arts,0.1,0.03,0,0,0.14,88,18,7.7,13,E
9358,G.I. Joe: The Rise of Cobra,10299,DS,2009,Action,Electronic Arts,0.11,0.01,0,0.01,0.14,47,16,7.5,4,E10+
9359,Gourmet Chef: Cook Your Way to Fame,10261,DS,2008,Misc,Ubisoft,0.13,0,0,0.01,0.14,47,16,7.5,4,E
9360,Salt Lake 2002,10262,PS2,2002,Sports,Eidos Interactive,0.07,0.05,0,0.02,0.14,49,11,3.5,6,E
9361,Fashion Studio: Paris Collection,10237,DS,2009,Misc,Ubisoft,0.13,0,0,0.01,0.14,49,11,3.5,6,E
9362,ESPN MLB Baseball,10213,X,2004,Sports,Sega,0.1,0.03,0,0,0.14,49,11,3.5,6,E
9363,Red Orchestra 2: Heroes of Stalingrad,10269,PC,2011,Shooter,Tripwire Interactive,0.04,0.07,0,0.02,0.14,76,49,7.3,730,M
9364,Gladius,10288,X,2003,Strategy,Activision,0.1,0.03,0,0,0.14,79,31,8.6,23,T
9365,GoldenEye 007 (2010),10293,DS,2010,Action,Activision,0.1,0.03,0,0.01,0.14,79,31,8.6,23,T
9366,Legends of Wrestling,10232,X,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0,0.14,65,10,5.8,4,T
9367,Queens Gate: Spiral Chaos,10277,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14,65,10,5.8,4,T
9368,Nayuta no Kiseki,10284,PSP,2012,Action,Nihon Falcom Corporation,0,0,0.14,0,0.14,65,10,5.8,4,T
9369,Magnetica,10230,DS,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,68,33,8.1,11,E
9370,Spy Hunter 2,10235,X,2003,Racing,Midway Games,0.1,0.03,0,0,0.13,57,22,8.1,11,T
9371,Open Season,10218,DS,2006,Platform,Ubisoft,0.12,0,0,0.01,0.13,72,4,8.1,11,E
9372,Avatar: The Last Airbender - The Burning Earth,10261,X360,2007,Action,THQ,0.11,0.01,0,0.01,0.13,72,4,8.1,11,E
9373,Backyard Soccer,10238,PS,2001,Sports,Infogrames,0.07,0.05,0,0.01,0.13,72,4,8.1,11,E
9374,Imagine: Fashion Stylist,10219,DS,2010,Simulation,Ubisoft,0.13,0,0,0.01,0.13,72,4,8.1,11,E
9375,Final Fantasy XI: Rise of the Zilart,10203,PS2,2003,Role-Playing,Square Enix,0,0,0.13,0,0.13,72,4,8.1,11,E
9376,Monster Jam,10225,DS,2007,Racing,Activision,0.12,0,0,0.01,0.13,72,4,8.1,11,E
9377,James Bond 007: Nightfire,10269,GBA,2003,Shooter,Electronic Arts,0.1,0.04,0,0,0.13,66,6,8.1,9,T
9378,Lets Play Ballerina,10265,DS,2010,Sports,Deep Silver,0.13,0,0,0.01,0.13,66,6,8.1,9,T
9379,Nobunaga no Yabou: Tendou,10227,PS3,2010,Strategy,Tecmo Koei,0,0,0.13,0,0.13,66,6,8.1,9,T
9380,Back At The Barnyard: Slop Bucket Games,10300,DS,2008,Sports,THQ,0.12,0,0,0.01,0.13,49,4,8.1,9,E
9381,Medalot 7,10224,3DS,2012,Action,Rocket Company,0,0,0.13,0,0.13,49,4,8.1,9,E
9382,Bio FREAKS,10218,PS,1998,Action,GT Interactive,0.07,0.05,0,0.01,0.13,49,4,8.1,9,E
9383,Little League World Series Baseball 2009,10283,DS,2009,Sports,Activision,0.12,0,0,0.01,0.13,49,4,8.1,9,E
9384,Castlevania Chronicles,10295,PS,2001,Platform,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13,69,16,7,13,T
9385,Suzumiya Haruhi no Tomadoi,10240,PS2,2008,Adventure,Banpresto,0,0,0.13,0,0.13,69,16,7,13,T
9386,Batman: A Telltale Game Series,10273,PS4,2016,Adventure,Telltale Games,0.06,0.06,0,0.02,0.13,69,16,7,13,T
9387,International Cricket 2010,10292,X360,2010,Sports,Codemasters,0,0.12,0,0.02,0.13,69,16,7,13,T
9388,FIFA Street 2,10227,PSP,2006,Sports,Electronic Arts,0.07,0.05,0,0.02,0.13,58,6,6.9,17,E
9389,Bratz,10260,GBA,2002,Platform,Ubisoft,0.1,0.04,0,0,0.13,58,6,6.9,17,E
9390,Pinball Hall of Fame: The Gottlieb Collection,10265,Wii,2006,Misc,System 3 Arcade Software,0.12,0,0,0.01,0.13,58,6,6.9,17,E
9391,Rise of the Tomb Raider,10252,PC,2016,Adventure,Square Enix,0,0.13,0,0.01,0.13,86,45,7.9,938,M
9392,One Piece: Unlimited World Red,10294,PSV,2014,Action,Namco Bandai Games,0.04,0.04,0.04,0.02,0.13,67,4,7.8,25,T
9393,King Arthur,10261,PS2,2004,Action,Konami Digital Entertainment,0.07,0.05,0,0.02,0.13,59,22,8,10,T
9394,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,10204,PS2,2005,Misc,D3Publisher,0,0,0.13,0,0.13,59,22,8,10,T
9395,The Guy Game,10267,PS2,2004,Misc,Gathering of Developers,0.07,0.05,0,0.02,0.13,48,20,6.9,14,M
9396,Rogue Warrior,10290,PS3,2009,Shooter,Bethesda Softworks,0.11,0.01,0,0.01,0.13,27,24,2.8,66,M
9397,Rurouni Kenshin: Enjou! Kyoto Rinne,10265,PS2,2006,Action,Banpresto,0,0,0.13,0,0.13,27,24,2.8,66,M
9398,Blade II,10283,X,2002,Action,Activision,0.1,0.03,0,0,0.13,53,20,4,4,M
9399,Suikoden: Tsumugareshi Hyakunen no Toki,10213,PSP,2012,Role-Playing,Konami Digital Entertainment,0,0,0.13,0,0.13,53,20,4,4,M
9400,Baseball Advance,10290,GBA,2002,Sports,Sega,0.1,0.04,0,0,0.13,80,16,7.8,5,E
9401,Shonen Jumps One Piece: Grand Battle,10232,PS2,2005,Fighting,Atari,0.07,0.05,0,0.02,0.13,80,16,7.8,5,E
9402,Cruise Ship Vacation Games,10299,Wii,2009,Puzzle,Avanquest,0.12,0,0,0.01,0.13,80,16,7.8,5,E
9403,Nitrobike,10204,Wii,2008,Racing,Ubisoft,0.11,0.01,0,0.01,0.13,49,22,7.1,7,E10+
9404,Learn Math,10240,DS,2009,Puzzle,DreamCatcher Interactive,0.12,0,0,0.01,0.13,49,22,7.1,7,E
9405,Pro Yaky? Spirits 6,10238,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13,49,22,7.1,7,E
9406,Vampire Moon: The Mystery of the Hidden Sun,10202,DS,2010,Adventure,City Interactive,0.12,0.01,0,0.01,0.13,50,8,7.1,7,E
9407,Paperboy / Rampage,10240,GBA,2005,Misc,Zoo Digital Publishing,0.1,0.04,0,0,0.13,50,8,7.1,7,E
9408,Shiren the Wanderer 4 - Gods Eye and the Demons Navel,10252,DS,2010,Role-Playing,Spike,0,0,0.13,0,0.13,50,8,7.1,7,E
9409,Sentou Kokka Air Land Battle,10277,PS,1995,Strategy,Sony Computer Entertainment,0,0,0.13,0.01,0.13,50,8,7.1,7,E
9410,Quick Yoga Training,10213,DS,2008,Misc,Ubisoft,0.12,0,0,0.01,0.13,50,8,7.1,7,E
9411,NTRA Breeders Cup World Thoroughbred Championships,10291,PS2,2005,Simulation,Bethesda Softworks,0.07,0.05,0,0.02,0.13,50,8,7.1,7,E
9412,Hulk Hogans Main Event,10242,X360,2011,Fighting,505 Games,0.1,0.02,0,0.01,0.13,26,4,2.2,20,T
9413,Tak 2: The Staff of Dreams,10201,X,2004,Platform,THQ,0.1,0.03,0,0,0.13,73,25,2.2,20,E
9414,Destroy All Humans! Big Willy Unleashed,10210,Wii,2008,Action,THQ,0.12,0,0,0.01,0.13,73,25,2.2,20,E
9415,Retro Atari Classics,10280,DS,2005,Misc,Atari,0.12,0,0,0.01,0.13,51,17,3.7,7,E
9416,Titanfall 2,10298,PC,2016,Shooter,Electronic Arts,0.05,0.08,0,0.01,0.13,86,29,8.1,541,M
9417,Need for Speed Underground 2,10284,DS,2005,Racing,Electronic Arts,0.11,0.02,0,0.01,0.13,65,13,7,25,E
9418,My Spanish Coach,10293,PSP,2008,Misc,Ubisoft,0.12,0,0,0.01,0.13,65,13,7,25,E
9419,Gungnir: Mayari no Gunshin to Eiyuu Sensou,10212,PSP,2011,Role-Playing,Atlus,0.08,0,0.04,0.02,0.13,65,13,7,25,E
9420,Ys: The Ark of Napishtim,10290,PS2,2005,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.02,0.13,72,35,8.8,14,T
9421,Gravity Rush Remastered,10249,PS4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,80,62,8.2,164,T
9422,Dragon Age Origins: Awakening,10290,PC,2010,Role-Playing,Electronic Arts,0.01,0.1,0,0.02,0.13,80,62,8.2,164,T
9423,Kung Fu Panda 2,10297,Wii,2011,Action,THQ,0.07,0.05,0,0.01,0.13,80,62,8.2,164,T
9424,Atelier Sophie: The Alchemist of the Mysterious Book,10230,PS4,2015,Role-Playing,Tecmo Koei,0.04,0.02,0.07,0.01,0.13,75,32,8.1,48,T
9425,Azure Dreams,10290,PS,1997,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13,75,32,8.1,48,T
9426,Divinity II: The Dragon Knight Saga,10217,X360,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0,0.01,0.13,72,13,7.8,50,M
9427,Top Spin 3,10269,DS,2008,Action,D3Publisher,0.11,0.02,0,0.01,0.13,65,12,7.8,50,E
9428,SingStar Latino,10289,PS2,2007,Misc,Sony Computer Entertainment,0.07,0.05,0,0.02,0.13,65,12,7.8,50,T
9429,NHL 2K8,10279,X360,2007,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13,71,43,7.4,17,E10+
9430,Haunted House,10240,Wii,2010,Action,Atari,0.12,0,0,0.01,0.13,41,6,7.4,17,E10+
9431,Syberia,10222,DS,2008,Action,Mindscape,0.1,0.02,0,0.01,0.13,52,10,7.4,17,T
9432,Hyperdimension Neptunia,10275,PSV,2013,Role-Playing,Compile Heart,0.05,0,0.07,0.01,0.13,52,10,7.4,17,T
9433,Kurt Warners Arena Football Unleashed,10240,PS,2000,Sports,Midway Games,0.07,0.05,0,0.01,0.13,52,10,7.4,17,T
9434,Puzzle Kingdoms,10269,DS,2009,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13,64,12,6.3,4,E10+
9435,Under Night In-Birth,10279,PS3,2014,Fighting,Nippon Ichi Software,0.06,0.01,0.04,0.02,0.13,64,12,6.3,4,E10+
9436,Suite PreCure: Melody Collection,10298,DS,2011,Misc,Namco Bandai Games,0,0,0.13,0,0.13,64,12,6.3,4,E10+
9437,NHL 2K9,10249,PS2,2008,Sports,Take-Two Interactive,0.07,0.05,0,0.02,0.13,64,12,6.7,7,E10+
9438,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,10205,PS2,2008,Role-Playing,Atlus,0.07,0.05,0,0.02,0.13,79,23,8.7,26,M
9439,Rogue Ops,10201,X,2003,Action,Kemco,0.1,0.03,0,0,0.13,63,24,8.7,26,M
9440,NBA Hoopz,10233,PS,2001,Sports,Midway Games,0.07,0.05,0,0.01,0.13,63,24,8.7,26,E
9441,Teenage Mutant Ninja Turtles: Danger of the Ooze,10298,3DS,2014,Adventure,Activision,0.08,0.04,0,0.01,0.13,63,24,8.7,26,E10+
9442,Secret Agent Clank,10288,PSP,2008,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13,72,56,7.8,35,E10+
9443,X-Blades,10252,PS3,2009,Action,SouthPeak Games,0.07,0.03,0.02,0.01,0.13,50,31,5.9,15,M
9444,Transworld Surf,10208,X,2002,Sports,Atari,0.1,0.03,0,0,0.13,76,25,5.9,15,T
9445,History Civil War: Secret Missions,10278,X360,2008,Shooter,Activision,0.12,0,0,0.01,0.13,76,25,5.9,15,T
9446,MLB 11: The Show,10281,PS2,2011,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,76,25,6.2,6,E
9447,Castrol Honda Superbike Racing,10278,PS,1998,Racing,THQ,0.07,0.05,0,0.01,0.13,76,25,6.2,6,E
9448,Army Men: Green Rogue,10239,PS2,2001,Action,3DO,0.06,0.05,0,0.02,0.13,39,13,3.8,4,T
9449,Chessmaster,10288,X,2004,Misc,Ubisoft,0.1,0.03,0,0,0.13,79,12,9,6,E
9450,Kororinpa: Marble Mania,10202,Wii,2006,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.13,69,39,8.7,21,E
9451,Brain Assist,10204,DS,2007,Misc,Sega,0.12,0,0,0.01,0.13,53,17,8.7,21,E
9452,Freddi Fish: ABC under the sea,10247,DS,2008,Misc,Atari,0.12,0,0,0.01,0.13,53,17,8.7,21,E
9453,Monster Rancher DS,10238,DS,2008,Role-Playing,Tecmo Koei,0.08,0,0.05,0.01,0.13,58,4,8.7,21,E
9454,Peter Jacksons King Kong: The Official Game of the Movie,10256,DS,2005,Action,Ubisoft,0.12,0,0,0.01,0.13,28,5,3.2,32,T
9455,Superman: The Man of Steel,10297,X,2002,Action,Atari,0.1,0.03,0,0,0.13,44,19,6,11,T
9456,Ken to Mahou to Gakuen Mono. 3,10266,PSP,2010,Role-Playing,Acquire,0,0,0.13,0,0.13,44,19,6,11,T
9457,The Flintstones: Bedrock Bowling,10251,PS,2000,Sports,Ubisoft,0.07,0.05,0,0.01,0.13,44,19,6,11,T
9458,NHL 2003,10297,GC,2002,Sports,Electronic Arts,0.1,0.03,0,0,0.13,79,13,8.3,4,E
9459,Chicken Run,10217,PS,2000,Adventure,Eidos Interactive,0.07,0.05,0,0.01,0.13,75,7,6.2,6,E
9460,Project CARS,10254,PC,2015,Racing,Slightly Mad Studios,0,0.12,0,0.01,0.13,83,48,7,421,E
9461,Fatal Inertia,10249,X360,2007,Racing,Tecmo Koei,0.12,0,0,0.01,0.13,61,30,4.2,19,E10+
9462,Injustice: Gods Among Us,10277,PSV,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0,0,0.03,0.13,61,30,4.2,19,E10+
9463,Euro Truck Simulator 2,10228,PC,2012,Action,SCS Software,0,0.12,0,0.02,0.13,79,17,8.7,1005,E10+
9464,Over the Hedge: Hammy Goes Nuts!,10292,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13,79,17,8.7,1005,E10+
9465,Phantom Brave: We Meet Again,10208,Wii,2009,Role-Playing,Nippon Ichi Software,0.12,0,0.01,0.01,0.13,76,12,7.1,15,T
9466,NHL 2K9,10201,PS3,2008,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13,70,21,7.1,15,E10+
9467,Shining Force III,10266,SAT,1997,Strategy,Sega,0,0,0.13,0,0.13,70,21,7.1,15,E10+
9468,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,10234,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13,70,21,7.1,15,E10+
9469,Tales of the Heroes: Twin Brave,10263,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.13,0,0.13,70,21,7.1,15,E10+
9470,WWE Survivor Series,10295,GBA,2004,Fighting,THQ,0.09,0.04,0,0,0.13,55,12,8.2,5,T
9471,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,10233,DS,2006,Action,Sega,0,0,0.13,0,0.13,55,12,8.2,5,T
9472,Kung-Fu: High Impact,10299,X360,2011,Action,Black Bean Games,0.08,0.05,0,0.01,0.13,56,18,7.8,20,T
9473,Bakugan: Battle Trainer,10234,DS,2010,Action,Activision,0.12,0,0,0.01,0.13,56,18,7.8,20,T
9474,Super Robot Wars BX,10219,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13,56,18,7.8,20,T
9475,Tomb Raider: Legend,10240,X,2006,Action,Eidos Interactive,0.1,0.03,0,0,0.13,82,40,7.2,13,T
9476,Lord of the Rings: Tactics,10247,PSP,2005,Strategy,Electronic Arts,0.11,0.01,0,0.01,0.13,82,40,7.2,13,T
9477,Nagano Winter Olympics 98,10218,PS,1997,Sports,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13,82,40,7.2,13,T
9478,The Stronghold Collection,10216,PC,2009,Strategy,Take-Two Interactive,0.03,0.08,0,0.02,0.13,82,40,7.2,13,T
9479,I Spy: Universe,10203,DS,2010,Puzzle,Scholastic Inc.,0.12,0,0,0.01,0.13,82,40,7.2,13,E
